|Nom|Format|Description|Prix/QTE|Prix
204|Café pur Arabica, capsules biodégradables, corsé et intense|Les 10 capsules, 50g|[Origine : FRANCE, Tout le caractère d'un Pur Arabica rehaussé de notes fruitées pour un espresso de grande noblesse., Ces capsules compatibles avec les machines Nespresso ont été conçues et testées pour une utilisation sans risque de votre machine. Préchauffez votre tasse en faisant couler de l'eau. Insérez la capsule et abaissez fermement le levier. Ejectez la capsule après chaque utilisation et videz régulièrement le bac de récupération., Café moulu pur arabica., A conserver à l'abri de la chaleur et de l'humidité et à consommer de préférence dans le mois qui suit l'ouverture du film protecteur.]|"
50,60€ / Kg"|"
2,53 €"
205|Dosettes de café moulu, Ethiopie|Les 18 dosettes, 125g|[Origine : FRANCE, Pour machines à dosettes souples & percolateurs. Pour préparer votre tasse, introduisez votre dosette dans le porte-filtre de votre machine à dosettes ou de votre percolateur et pressez si nécessaire la dosette de façon à ce qu'elle épouse bien la forme du porte-filtre. Utilisez de préférence une eau non calcaire., 100% café arabica Ethiopie Sidamo., A conserver à l'abri de la chaleur et de l'humidité. Après ouverture pour préserver le plus longtemps possible tout l'arôme de vos dosettes de café, bien refermer le sachet à l'aide de l'adhésif et leconserver de préférence au réfrigérateur. Conditionné sous atmosphère protectrice.]|"
19,60€ / Kg"|"
2,45 €"
206|Dosettes de café moulu, Ethiopie|Les 18 dosettes, 125g|[Origine : FRANCE, Pour machines à dosettes souples & percolateurs. Pour préparer votre tasse, introduisez votre dosette dans le porte-filtre de votre machine à dosettes ou de votre percolateur et pressez si nécessaire la dosette de façon à ce qu'elle épouse bien la forme du porte-filtre. Utilisez de préférence une eau non calcaire., 100% café arabica Ethiopie Sidamo., A conserver à l'abri de la chaleur et de l'humidité. Après ouverture pour préserver le plus longtemps possible tout l'arôme de vos dosettes de café, bien refermer le sachet à l'aide de l'adhésif et leconserver de préférence au réfrigérateur. Conditionné sous atmosphère protectrice.]|"
19,60€ / Kg"|"
2,45 €"
207|Thé Earl Grey|Les 25 sachets, 50g|[Origine : FRANCE, C'est au début du 20ème siècle que le diplomate britannique Edouard Grey, comte de Fallodon, retrouva au cours d'une de ses missions une très ancienne recette chinoise de thé parfumé à la bergamote. Prenant le nom de son découvreur, ce thé aromatiséremarquable est devenu un très grand classique dans le monde entier., Versez de l'eau frémissante sur le sachet puis laissez infuser de 3 à 5 minutes selon votre goût. Consommez nature ou sucré à votre convenance., Thé noir 88,3%, arôme bergamote (dont maltodextrine de blé) 8%, écorces d'orange et de citron 3,7%., A conserver à l'abri de l'humidité.]|"
22,00€ / Kg"|"
1,10 €"
208|Thé vert aromatisé aux agrumes|Les 25 sachets, 50g|[Origine : FRANCE, Versez de l'eau frémissante sur le sachet puis laissez infuser de 3 à 5 minutes selon votre goût., Thé vert 87,8%, arômes pamplemousse et citron 10%, écorce de citron 2,2%., A conserver à l'abri de l'humidité.]|"
28,80€ / Kg"|"
1,44 €"
209|Infusion sans théine rooibois|La boîte de 40g|[Origine : FRANCE, Le rooibos est une infusion de couleur corail à la texture ronde et veloutée. Les profonds sols sablonneux, l'alternance des hivers froids et humides et des étés chauds et secs procurent à cette boisson son parfum doux et subtilement vanillé., Temps d'infusion : 4 min. Température de l'eau : 90°C. Sans théine, le rooibos peut se déguster à toute heure de la journée avec ou sans lait., 100% Rooibos issu de l'agriculture biologique. Rooibos récolté en Afrique du Sud et conditionné en France., Pour préserver toute sa saveur, conservez ce produit à l'abri de la lumière, dans un endroit frais et sec.]|"
85,25€ / Kg"|"
3,41 €"
212|Thé vert Bio au citron issue de l'agriculture biologique|La boîte de 20 sachets|[Origine : FRANCE, *Thé vert, *arôme naturel (5%), *écorces de citron (1%). *Ingrédients issus de l'agriculture biologique. Ingrédients conformes aux standards du commerce équitable Fairtrade/Max Havelaar : thé vert (94% du poids total).]|"
84,00€ / Kg"|"
2,94 €"
213|Infusion aux fruits rouges|Les 25 sachets, 45g|[Origine : FRANCE, La saveur gourmande dune alliance de fruits rouges., Eglantier, hibiscus, arôme (15,2%), fruits rouges ( fraise, framboise, groseille, mûre et cerise) sur maltodextrine : 6,7%.]|"
50,00€ / Kg"|"
2,25 €"
214|Craquelins au son d'avoine|Le paquet de 200g|[Origine : ISRAEL, Le craquelin au son d'avoine Monoprix est naturellement riche en fibres et constitue une délicieuse alternative au pain pour tous les repas de la journée., A l'apéritif, vous pourrez l'agrémenter de rondelles de concombre : pour un en-cas malin, un peu de fromage à tartiner et le tour est joué  délicieux !, Son d'avoine 51%, farine de blé, huile de palme non hydrogénée, sirop de glucose de maïs, sel, extrait de malt d'orge, son de blé 1% poudre à lever : E500ii, émulsifiant : lécithine de soja., Valeur énergétique en Joules :  1764Kj, Valeur énergétique en Kcal : 420Kcal, Glucides : 58g, Lipides : 12g, Protides :14g, A conserver à l'abri de la chaleur et de l'humidité.]|"
8,15€ / Kg"|"
1,63 €"
215|Galettes de riz complet|Le paquet de 115g|[Origine : FRANCE, Riz complet 97,9%, sésame 2%, sel marin 0,1%.                                  Traces de gluten., Valeur énergétique en Joules :  1678kj, Valeur énergétique en Kcal : 397kcal, Glucides : 82g, Lipides : 3g, Protides :8,3g, à protéger de la chaleur; à conserver à l'abri de l'humidité; Refermer soigneusement après utilisation.]|"
9,91€ / Kg"|"
1,14 €"
216|Galettes de riz nappées au chocolat noir|Le paquet de 90g|[Origine : FRANCE, Refermer le sachet après ouverture. A conserver à l'abri de la chaleur et de l'humidité., Chocolat noir 59% (pâte de cacao, sucre de canne roux, beurre de cacao), riz complet 41%., Valeur énergétique en Joules :  1978Kj, Valeur énergétique en Kcal : 472KCal, Glucides : 58g, Lipides : 24g, Protides :6,1g, A conserver à l'abri de la chaleur et de l'humidité.]|"
19,89€ / Kg"|"
1,79 €"
217|Galettes fines aux 3 céréales et sésame, certifié AB|Le paquet de 130g|[Origine : BELGIQUE, Si les galettes ont perdu de leur croquant, passez-les au four quelques instants., Céréales 93% (grains de blé* 49%, grains de maïs*, grains de riz complet*), graines de sésames* 5%, sel. Présence possible de soja. *ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  1641kj, Valeur énergétique en Kcal : 388kcal, Glucides : 73g, Lipides : 4,1g, Protides :11g, Conserver dans un endroit sec, à l'abri de l'humidité. Refermer soigneusement l'emballage après chaque utilisation.]|"
11,62€ / Kg"|"
1,51 €"
218|Galettes fines aux 3 céréales et sésame, certifié AB|Le paquet de 130g|[Origine : BELGIQUE, Si les galettes ont perdu de leur croquant, passez-les au four quelques instants., Céréales 93% (grains de blé* 49%, grains de maïs*, grains de riz complet*), graines de sésames* 5%, sel. Présence possible de soja. *ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  1641kj, Valeur énergétique en Kcal : 388kcal, Glucides : 73g, Lipides : 4,1g, Protides :11g, Conserver dans un endroit sec, à l'abri de l'humidité. Refermer soigneusement l'emballage après chaque utilisation.]|"
11,62€ / Kg"|"
1,51 €"
219|Mini toasts grillés, sachets fraîcheur|La boîte de 100g|[Origine : FRANCE, Farine de blé, levure, sel, émulsifiants : stearoyl-2-lactylate de sodium, farine de malt d'orge. Traces de sésame., Valeur énergétique en Joules :  1670kj, Valeur énergétique en Kcal : 394kcal, Glucides : 79g, Lipides : 2,5g, Protides :12g, A conserver dans un endroit sec et frais.]|"
13,40€ / Kg"|"
1,34 €"
220|Petits Pains grillés au blé complet|Le sachet de 225g|[Origine : FRANCE, Farine de blé complet et blé concassé 51%, farine de blé, huiles de colza et de palme, sucre, levure, sel, gluten de blé, agents de traitement de la farine : L-cystéine, acide ascorbique. Traces de sésame, de soja et d'oeufs., Valeur énergétique en Joules :  1659Kj, Valeur énergétique en Kcal : 393Kcal, Glucides : 70g, Lipides : 6,3g, Protides :11g, A conserver dans un endroit frais et sec.]|"
4,53€ / Kg"|"
1,02 €"
221|Petits pains grillés croustillants au froment|Le paquet de 225g|[Origine : FRANCE, Farine de blé* 92%, sucre*, matière grasse végétale* (palme), levure, sel, gluten de blé*, agent de traitement de la farine : acide ascorbique. Traces d'arachide, de fruits à coque, de lait, d'oeuf, de sésame et de soja. *Ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  1704kj, Valeur énergétique en Kcal : 404kcal, Glucides : 72g, Lipides : 7,5g, Protides :10g, A conserver a l'abri de la chaleur et de l'humidité.]|"
6,93€ / Kg"|"
1,56 €"
222|Petits pains grillés croustillants au froment|Le paquet de 225g|[Origine : FRANCE, Farine de blé* 92%, sucre*, matière grasse végétale* (palme), levure, sel, gluten de blé*, agent de traitement de la farine : acide ascorbique. Traces d'arachide, de fruits à coque, de lait, d'oeuf, de sésame et de soja. *Ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  1704kj, Valeur énergétique en Kcal : 404kcal, Glucides : 72g, Lipides : 7,5g, Protides :10g, A conserver a l'abri de la chaleur et de l'humidité.]|"
6,93€ / Kg"|"
1,56 €"
223|Tartines au froment croquantes, légères et croustillantes|La boîte de 250g|[Origine : ROYAUME UNI, Tartines grillées à la farine de blé., Farine de blé 97 g, sucre, lactosérum en poudre, huile de tournesol, sel., Valeur énergétique en Joules :  1598kj, Valeur énergétique en Kcal : 377kcal, Glucides : 77g, Lipides : 2,4g, Protides :9,9g, A conserver à l'abri de la chaleur et de l'humidité.]|"
5,16€ / Kg"|"
1,29 €"
224|Toast brioché au blé complet source de fibres, Certifié AB|Le paquet de 125g|[Origine : FRANCE, Ces toasts dorés et croustillants se dégustent à tout moment de la journée, nature, nappés de confiture ou bien accompagnés d'une portion de fromage. Source de fibres., Farine de blé complet* 80%, sirop de glucose*, levure, oeufs*, sucre*, sel, émulsifiant : lécithine de soja, huile de colza*. Traces de sésame. *ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  1546kj, Valeur énergétique en Kcal : 365kcal, Glucides : 70g, Lipides : 1,7g, Protides :14g, A conserver à l'abri de la chaleur et de l'humidité.]|"
12,08€ / Kg"|"
1,51 €"
225|Toast brioché au blé complet source de fibres, Certifié AB|Le paquet de 125g|[Origine : FRANCE, Ces toasts dorés et croustillants se dégustent à tout moment de la journée, nature, nappés de confiture ou bien accompagnés d'une portion de fromage. Source de fibres., Farine de blé complet* 80%, sirop de glucose*, levure, oeufs*, sucre*, sel, émulsifiant : lécithine de soja, huile de colza*. Traces de sésame. *ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  1546kj, Valeur énergétique en Kcal : 365kcal, Glucides : 70g, Lipides : 1,7g, Protides :14g, A conserver à l'abri de la chaleur et de l'humidité.]|"
12,08€ / Kg"|"
1,51 €"
226|Pain azyme, tranches extra-fines, sachets fraîcheur|La boîte de 200g|[Origine : FRANCE, Le Pain Azyme Minceur AUGA est composé exclusivement de farine de froment rigoureusement sélectionnée et d'eau sans aucune adjonction de sel, de sucres et de matière grasse, ni de levure. Son prédécoupage facilite la préparation de canapés ou toastset permet le contrôle de l'apport en calories. Ses deux étuis fraîcheur optimisent la conservation et la qualité gustative des produits., Farine de froment, eau. Sans aucune adjonction de sel, de sucres et de matière grasse, ni de levure., Valeur énergétique en Joules :  1614Kj, Valeur énergétique en Kcal : 380Kcal, Glucides : 82g, Lipides : 1,3g, Protides :10,1g, A conserver dans un endroit sec.]|"
7,90€ / Kg"|"
1,58 €"
227|Tartines craquantes 3 cereales bio|Le paquet de 150g|[Origine : FRANCE, Appréciez les bienfaits nutritionnels et la texture légère de nos Tartines Craquantes 3 céréales (maïs, riz, quinoa), sans gluten et sans sucres ajoutés. Elles peuvent être consommées en remplacement du pain à tout moment de la journée., Environ 28 tranches., Farine de maÕs* (39,7%), farine de riz* (30%), farine de quinoa* (30%), sel marin., Valeur énergétique en Joules :  1574, Valeur énergétique en Kcal : 371, Glucides : 77.6, Lipides : 2.2, Protides :8.9, A conserver à l'abri de la chaleur et de l'humidité. Refermer l'étui hermétiquement après son ouverture.]|"
20,60€ / Kg"|"
3,09 €"
228|Tartines craquantes sarrasin millet bio|La boite de 150g|[Origine : FRANCE, Appréciez les bienfaits nutritionnels et la texture légère de nos Tartines Craquantes sarrasin millet, sans gluten et sans sucres ajoutés. Elles peuvent être consommées en remplacement du pain à tout moment de la journée., Farine de riz*, farine de sarrasin* (25%), farine de millet* (15%), sel marin., Valeur énergétique en Joules :  1548, Valeur énergétique en Kcal : 365, Glucides : 75.1, Lipides : 1.6, Protides :9.2, A conserver à labri de la chaleur et de lhumidité. Refermer l étui hermétiquement après son ouverture.]|"
20,27€ / Kg"|"
3,04 €"
229|La Braisor dorée et savoureuse|La boite de 500g|[Origine : FRANCE, Le secret de la Braisor Heudebert, c'est sa cuisson bien spécifique. Après avoir été pétrie, la pâte est séparée en petites boules et disposée dans un moule qui reste ouvert dans le four, pour laisser la pâte lever et prendre ainsi cette forme généreuse. Et en plus, c'est une recette sans colorant et sans conservateur !, Farine de blé 95,8%, levure, matière grasse végétale, sirop de glucose-fructose, sel, agent de traitement de la farine (acide ascorbique). Contient blé, gluten., Valeur énergétique en Joules :  1720kj, Valeur énergétique en Kcal : 410kcal, Glucides : 70g, Lipides : 7,8g, Protides :12g, A conserver à l'abri de la chaleur et de l'humidité. Consommer rapidement après ouverture.]|"
6,58€ / Kg"|"
3,29 €"
230|Pains suédois, sans sucres ajoutés|Le paquet de 225g|[Origine : SUEDE, Krisprolls sans sucres ajoutés : des petits pains croustillants aussi bons pour votre palais que pour votre corps.Pour leur fabrication, nous sélectionnons uniquement des ingrédients d'origine naturelle et de meilleure qualité. Ils sont ensuite lentement grillées afin de créer ce croquant délicieux et ce goût naturellement bon !, En accompagnement de vos salades et de vos soupes : c'est simple et croquant. Pour l'apéritif : en toasts, tartinés de tapenade ou de fromage., Farine complète de blé (60%), farine de blé, matière grasse végétale, levure, sel. Sans conservateur, sans additif, sans utilisation de matières grasses hydrogénées., A conserver dans un endroit sec]|"
8,67€ / Kg"|"
1,95 €"
231|Céréales fourrées chocolat|Le paquet de 375g|[Origine : FRANCE, Spécialité céréalière chocolatée fourrée au chocolat riches en vitamines B3, E, B6, B2, B1, B9, B12 et en fer., Versez vos pétales de riz et de blé complet dans un bol. Ajoutez du lait froid afin d'en apprécier la croustillance des céréales., Céréales 44% (semoule de riz, farine de blé complet 14%, farine d'avoine), fourrage chocolat 40% (sucre, huiles végétales (tournesol, coprah), lactosérum en poudre, chocolat 5,4% (sucre, cacao en poudre, beurre de cacao), noisettes, émulsifiant : lécithine de tournesol, arôme), chocolat en poudre 10% (sucre, cacao en poudre), son de blé, lait entier en poudre, sucre, vitamines : niacine (PP), E, B6, riboflavine (B2), thiamine (B1), folacine (B9), B12, fer, sel. Traces éventuelles d'arachide, soja, autres fruits à coque et graines de sésame., Valeur énergétique en Joules :  1859Kj, Valeur énergétique en Kcal : 442Kcal, Glucides : 67g, Lipides : 15g, Protides :7,3g, Refermez le sachet intérieur après chaque utilisation et conservez dans un endroit sec et frais.]|"
5,81€ / Kg"|"
2,18 €"
